Company Name,Industry,Symbol,Series,ISIN Code
ACC Ltd.,CEMENT & CEMENT PRODUCTS,ACC,EQ,INE012A01025
Aarti Industries Ltd.,CHEMICALS,AARTIIND,EQ,INE769A01020
Ambuja Cements Ltd.,CEMENT & CEMENT PRODUCTS,AMBUJACEM,EQ,INE079A01024
Bharat Petroleum Corporation Ltd.,OIL & GAS,BPCL,EQ,INE029A01011
Coal India Ltd.,METALS,COALINDIA,EQ,INE522F01014
Dalmia Bharat Ltd.,CEMENT & CEMENT PRODUCTS,DALBHARAT,EQ,INE00R701025
Grasim Industries Ltd.,CEMENT & CEMENT PRODUCTS,GRASIM,EQ,INE047A01021
Hindalco Industries Ltd.,METALS,HINDALCO,EQ,INE038A01020
Hindustan Petroleum Corporation Ltd.,OIL & GAS,HINDPETRO,EQ,INE094A01015
Hindustan Zinc Ltd.,METALS,HINDZINC,EQ,INE267A01025
Indian Oil Corporation Ltd.,OIL & GAS,IOC,EQ,INE242A01010
JSW Steel Ltd.,METALS,JSWSTEEL,EQ,INE019A01038
Jindal Steel & Power Ltd.,METALS,JINDALSTEL,EQ,INE749A01030
NHPC Ltd.,POWER,NHPC,EQ,INE848E01016
NMDC Ltd.,METALS,NMDC,EQ,INE584A01023
NTPC Ltd.,POWER,NTPC,EQ,INE733E01010
National Aluminium Co. Ltd.,METALS,NATIONALUM,EQ,INE139A01034
Oil & Natural Gas Corporation Ltd.,OIL & GAS,ONGC,EQ,INE213A01029
Oil India Ltd.,OIL & GAS,OIL,EQ,INE274J01014
PI Industries Ltd.,FERTILISERS & PESTICIDES,PIIND,EQ,INE603J01030
Pidilite Industries Ltd.,CHEMICALS,PIDILITIND,EQ,INE318A01026
Reliance Industries Ltd.,OIL & GAS,RELIANCE,EQ,INE002A01018
Shree Cement Ltd.,CEMENT & CEMENT PRODUCTS,SHREECEM,EQ,INE070A01015
Steel Authority of India Ltd.,METALS,SAIL,EQ,INE114A01011
Tata Power Co. Ltd.,POWER,TATAPOWER,EQ,INE245A01021
Tata Steel Ltd.,METALS,TATASTEEL,EQ,INE081A01012
The Ramco Cements Ltd.,CEMENT & CEMENT PRODUCTS,RAMCOCEM,EQ,INE331A01037
UPL Ltd.,FERTILISERS & PESTICIDES,UPL,EQ,INE628A01036
UltraTech Cement Ltd.,CEMENT & CEMENT PRODUCTS,ULTRACEMCO,EQ,INE481G01011
Vedanta Ltd.,METALS,VEDL,EQ,INE205A01025
