Company Name,Industry,Symbol,Series,ISIN Code
Amara Raja Batteries Ltd.,AUTOMOBILE,AMARAJABAT,EQ,INE885A01032
Asian Paints Ltd.,CONSUMER GOODS,ASIANPAINT,EQ,INE021A01026
Bajaj Auto Ltd.,AUTOMOBILE,BAJAJ-AUTO,EQ,INE917I01010
Bata India Ltd.,CONSUMER GOODS,BATAINDIA,EQ,INE176A01028
Berger Paints India Ltd.,CONSUMER GOODS,BERGEPAINT,EQ,INE463A01038
Bosch Ltd.,AUTOMOBILE,BOSCHLTD,EQ,INE323A01026
Britannia Industries Ltd.,CONSUMER GOODS,BRITANNIA,EQ,INE216A01030
Coal India Ltd.,METALS,COALINDIA,EQ,INE522F01014
Colgate Palmolive (India) Ltd.,CONSUMER GOODS,COLPAL,EQ,INE259A01022
Dabur India Ltd.,CONSUMER GOODS,DABUR,EQ,INE016A01026
Exide Industries Ltd.,AUTOMOBILE,EXIDEIND,EQ,INE302A01020
Godrej Consumer Products Ltd.,CONSUMER GOODS,GODREJCP,EQ,INE102D01028
HCL Technologies Ltd.,IT,HCLTECH,EQ,INE860A01027
HDFC Bank Ltd.,FINANCIAL SERVICES,HDFCBANK,EQ,INE040A01034
Hero MotoCorp Ltd.,AUTOMOBILE,HEROMOTOCO,EQ,INE158A01026
Hindustan Unilever Ltd.,CONSUMER GOODS,HINDUNILVR,EQ,INE030A01027
Housing Development Finance Corporation Ltd.,FINANCIAL SERVICES,HDFC,EQ,INE001A01036
ITC Ltd.,CONSUMER GOODS,ITC,EQ,INE154A01025
Infosys Ltd.,IT,INFY,EQ,INE009A01021
MRF Ltd.,AUTOMOBILE,MRF,EQ,INE883A01011
Marico Ltd.,CONSUMER GOODS,MARICO,EQ,INE196A01026
Maruti Suzuki India Ltd.,AUTOMOBILE,MARUTI,EQ,INE585B01010
MindTree Ltd.,IT,MINDTREE,EQ,INE018I01017
Nestle India Ltd.,CONSUMER GOODS,NESTLEIND,EQ,INE239A01016
Petronet LNG Ltd.,OIL & GAS,PETRONET,EQ,INE347G01014
Pidilite Industries Ltd.,CHEMICALS,PIDILITIND,EQ,INE318A01026
Tata Consultancy Services Ltd.,IT,TCS,EQ,INE467B01029
Tech Mahindra Ltd.,IT,TECHM,EQ,INE669C01036
Titan Company Ltd.,CONSUMER GOODS,TITAN,EQ,INE280A01028
Wipro Ltd.,IT,WIPRO,EQ,INE075A01022
