Company Name,Industry,Symbol,Series,ISIN Code
Bajaj Auto Ltd.,AUTOMOBILE,BAJAJ-AUTO,EQ,INE917I01010
Bharat Heavy Electricals Ltd.,INDUSTRIAL MANUFACTURING,BHEL,EQ,INE257A01026
Bharat Petroleum Corporation Ltd.,OIL & GAS,BPCL,EQ,INE029A01011
Bharti Infratel Ltd.,TELECOM,INFRATEL,EQ,INE121J01017
Castrol India Ltd.,OIL & GAS,CASTROLIND,EQ,INE172A01027
Coal India Ltd.,METALS,COALINDIA,EQ,INE522F01014
Colgate Palmolive (India) Ltd.,CONSUMER GOODS,COLPAL,EQ,INE259A01022
Cummins India Ltd.,INDUSTRIAL MANUFACTURING,CUMMINSIND,EQ,INE298A01020
Cyient Ltd.,IT,CYIENT,EQ,INE136B01020
Engineers India Ltd.,CONSTRUCTION,ENGINERSIN,EQ,INE510A01028
Graphite India Ltd.,INDUSTRIAL MANUFACTURING,GRAPHITE,EQ,INE371A01025
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,CHEMICALS,GNFC,EQ,INE113A01013
Gujarat State Fertilizers & Chemicals Ltd.,FERTILISERS & PESTICIDES,GSFC,EQ,INE026A01025
H.E.G. Ltd.,INDUSTRIAL MANUFACTURING,HEG,EQ,INE545A01016
Hero MotoCorp Ltd.,AUTOMOBILE,HEROMOTOCO,EQ,INE158A01026
Hindustan Petroleum Corporation Ltd.,OIL & GAS,HINDPETRO,EQ,INE094A01015
Hindustan Unilever Ltd.,CONSUMER GOODS,HINDUNILVR,EQ,INE030A01027
Hindustan Zinc Ltd.,METALS,HINDZINC,EQ,INE267A01025
ICICI Prudential Life Insurance Company Ltd.,FINANCIAL SERVICES,ICICIPRULI,EQ,INE726G01019
IRB Infrastructure Developers Ltd.,CONSTRUCTION,IRB,EQ,INE821I01014
ITC Ltd.,CONSUMER GOODS,ITC,EQ,INE154A01025
Indiabulls Housing Finance Ltd.,FINANCIAL SERVICES,IBULHSGFIN,EQ,INE148I01020
Indian Oil Corporation Ltd.,OIL & GAS,IOC,EQ,INE242A01010
Infosys Ltd.,IT,INFY,EQ,INE009A01021
JM Financial Ltd.,FINANCIAL SERVICES,JMFINANCIL,EQ,INE780C01023
Karnataka Bank Ltd.,FINANCIAL SERVICES,KTKBANK,EQ,INE614B01018
Mahanagar Gas Ltd.,OIL & GAS,MGL,EQ,INE002S01010
Manappuram Finance Ltd.,FINANCIAL SERVICES,MANAPPURAM,EQ,INE522D01027
MindTree Ltd.,IT,MINDTREE,EQ,INE018I01017
Muthoot Finance Ltd.,FINANCIAL SERVICES,MUTHOOTFIN,EQ,INE414G01012
NHPC Ltd.,POWER,NHPC,EQ,INE848E01016
NMDC Ltd.,METALS,NMDC,EQ,INE584A01023
NTPC Ltd.,POWER,NTPC,EQ,INE733E01010
National Aluminium Co. Ltd.,METALS,NATIONALUM,EQ,INE139A01034
Oil & Natural Gas Corporation Ltd.,OIL & GAS,ONGC,EQ,INE213A01029
Oil India Ltd.,OIL & GAS,OIL,EQ,INE274J01014
Oracle Financial Services Software Ltd.,IT,OFSS,EQ,INE881D01027
Petronet LNG Ltd.,OIL & GAS,PETRONET,EQ,INE347G01014
Power Finance Corporation Ltd.,FINANCIAL SERVICES,PFC,EQ,INE134E01011
Power Grid Corporation of India Ltd.,POWER,POWERGRID,EQ,INE752E01010
Procter & Gamble Health Ltd.,PHARMA,PGHL,EQ,INE199A01012
REC Ltd.,FINANCIAL SERVICES,RECLTD,EQ,INE020B01018
Reliance Capital Ltd.,FINANCIAL SERVICES,RELCAPITAL,BE,INE013A01015
Reliance Infrastructure Ltd.,POWER,RELINFRA,BE,INE036A01016
Sonata Software Ltd.,IT,SONATSOFTW,EQ,INE269A01021
South Indian Bank Ltd.,FINANCIAL SERVICES,SOUTHBANK,EQ,INE683A01023
Sun TV Network Ltd.,MEDIA & ENTERTAINMENT,SUNTV,EQ,INE424H01027
Tata Consultancy Services Ltd.,IT,TCS,EQ,INE467B01029
Tech Mahindra Ltd.,IT,TECHM,EQ,INE669C01036
Vedanta Ltd.,METALS,VEDL,EQ,INE205A01025
