Company Name,Industry,Symbol,Series,ISIN Code
Alkem Laboratories Ltd.,PHARMA,ALKEM,EQ,INE540L01014
Apollo Hospitals Enterprise Ltd.,HEALTHCARE SERVICES,APOLLOHOSP,EQ,INE437A01024
Asian Paints Ltd.,CONSUMER GOODS,ASIANPAINT,EQ,INE021A01026
Avenue Supermarts Ltd.,CONSUMER GOODS,DMART,BE,INE192R01011
Bajaj Auto Ltd.,AUTOMOBILE,BAJAJ-AUTO,EQ,INE917I01010
Bharti Airtel Ltd.,TELECOM,BHARTIARTL,EQ,INE397D01024
Britannia Industries Ltd.,CONSUMER GOODS,BRITANNIA,EQ,INE216A01030
Colgate Palmolive (India) Ltd.,CONSUMER GOODS,COLPAL,EQ,INE259A01022
Crompton Greaves Consumer Electricals Ltd.,CONSUMER GOODS,CROMPTON,EQ,INE299U01018
Dabur India Ltd.,CONSUMER GOODS,DABUR,EQ,INE016A01026
Godrej Consumer Products Ltd.,CONSUMER GOODS,GODREJCP,EQ,INE102D01028
Havells India Ltd.,CONSUMER GOODS,HAVELLS,EQ,INE176B01034
Hero MotoCorp Ltd.,AUTOMOBILE,HEROMOTOCO,EQ,INE158A01026
Hindustan Unilever Ltd.,CONSUMER GOODS,HINDUNILVR,EQ,INE030A01027
ITC Ltd.,CONSUMER GOODS,ITC,EQ,INE154A01025
Indian Hotels Co. Ltd.,SERVICES,INDHOTEL,EQ,INE053A01029
InterGlobe Aviation Ltd.,SERVICES,INDIGO,EQ,INE646L01027
Mahindra & Mahindra Ltd.,AUTOMOBILE,M&M,EQ,INE101A01026
Marico Ltd.,CONSUMER GOODS,MARICO,EQ,INE196A01026
Maruti Suzuki India Ltd.,AUTOMOBILE,MARUTI,EQ,INE585B01010
Nestle India Ltd.,CONSUMER GOODS,NESTLEIND,EQ,INE239A01016
Page Industries Ltd.,TEXTILES,PAGEIND,EQ,INE761H01022
Piramal Enterprises Ltd.,FINANCIAL SERVICES,PEL,EQ,INE140A01024
TVS Motor Company Ltd.,AUTOMOBILE,TVSMOTOR,EQ,INE494B01023
Tata Power Co. Ltd.,POWER,TATAPOWER,EQ,INE245A01021
Titan Company Ltd.,CONSUMER GOODS,TITAN,EQ,INE280A01028
United Breweries Ltd.,CONSUMER GOODS,UBL,EQ,INE686F01025
United Spirits Ltd.,CONSUMER GOODS,MCDOWELL-N,EQ,INE854D01024
Voltas Ltd.,CONSUMER GOODS,VOLTAS,EQ,INE226A01021
Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,ZEEL,EQ,INE256A01028
