Company Name,Industry,Symbol,Series,ISIN Code
Aavas Financiers Ltd.,FINANCIAL SERVICES,AAVAS,EQ,INE216P01012
Abbott India Ltd.,PHARMA,ABBOTINDIA,EQ,INE358A01014
Adani Gas Ltd.,OIL & GAS,ADANIGAS,EQ,INE399L01023
Adani Green Energy Ltd.,POWER,ADANIGREEN,EQ,INE364U01010
Apollo Hospitals Enterprise Ltd.,HEALTHCARE SERVICES,APOLLOHOSP,EQ,INE437A01024
Axis Bank Ltd.,FINANCIAL SERVICES,AXISBANK,EQ,INE238A01034
Bajaj Finance Ltd.,FINANCIAL SERVICES,BAJFINANCE,EQ,INE296A01024
Bajaj Finserv Ltd.,FINANCIAL SERVICES,BAJAJFINSV,EQ,INE918I01018
Bajaj Holdings & Investment Ltd.,FINANCIAL SERVICES,BAJAJHLDNG,EQ,INE118A01012
Bata India Ltd.,CONSUMER GOODS,BATAINDIA,EQ,INE176A01028
Can Fin Homes Ltd.,FINANCIAL SERVICES,CANFINHOME,EQ,INE477A01020
DCB Bank Ltd.,FINANCIAL SERVICES,DCBBANK,EQ,INE503A01015
Divi's Laboratories Ltd.,PHARMA,DIVISLAB,EQ,INE361B01024
Dr. Lal Path Labs Ltd.,HEALTHCARE SERVICES,LALPATHLAB,EQ,INE600L01024
Godrej Properties Ltd.,CONSTRUCTION,GODREJPROP,EQ,INE484J01027
Gujarat Gas Ltd.,OIL & GAS,GUJGASLTD,EQ,INE844O01030
HCL Technologies Ltd.,IT,HCLTECH,EQ,INE860A01027
HDFC Asset Management Company Ltd.,FINANCIAL SERVICES,HDFCAMC,EQ,INE127D01025
Hindustan Unilever Ltd.,CONSUMER GOODS,HINDUNILVR,EQ,INE030A01027
ICICI Bank Ltd.,FINANCIAL SERVICES,ICICIBANK,EQ,INE090A01021
ICICI Lombard General Insurance Company Ltd.,FINANCIAL SERVICES,ICICIGI,EQ,INE765G01017
ICICI Prudential Life Insurance Company Ltd.,FINANCIAL SERVICES,ICICIPRULI,EQ,INE726G01019
Indraprastha Gas Ltd.,OIL & GAS,IGL,EQ,INE203G01027
Info Edge (India) Ltd.,IT,NAUKRI,EQ,INE663F01024
InterGlobe Aviation Ltd.,SERVICES,INDIGO,EQ,INE646L01027
Ipca Laboratories Ltd.,PHARMA,IPCALAB,EQ,INE571A01020
Justdial Ltd.,IT,JUSTDIAL,EQ,INE599M01018
Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,KOTAKBANK,EQ,INE237A01028
Manappuram Finance Ltd.,FINANCIAL SERVICES,MANAPPURAM,EQ,INE522D01027
Multi Commodity Exchange of India Ltd.,FINANCIAL SERVICES,MCX,EQ,INE745G01035
Muthoot Finance Ltd.,FINANCIAL SERVICES,MUTHOOTFIN,EQ,INE414G01012
NIIT Technologies Ltd.,IT,NIITTECH,EQ,INE591G01017
Nippon Life India Asset Management Ltd.,FINANCIAL SERVICES,NAM-INDIA,EQ,INE298J01013
Oberoi Realty Ltd.,CONSTRUCTION,OBEROIRLTY,EQ,INE093I01010
PI Industries Ltd.,FERTILISERS & PESTICIDES,PIIND,EQ,INE603J01030
PVR Ltd.,MEDIA & ENTERTAINMENT,PVR,EQ,INE191H01014
Pidilite Industries Ltd.,CHEMICALS,PIDILITIND,EQ,INE318A01026
Power Finance Corporation Ltd.,FINANCIAL SERVICES,PFC,EQ,INE134E01011
Prestige Estates Projects Ltd.,CONSTRUCTION,PRESTIGE,EQ,INE811K01011
Procter & Gamble Health Ltd.,PHARMA,PGHL,EQ,INE199A01012
REC Ltd.,FINANCIAL SERVICES,RECLTD,EQ,INE020B01018
Reliance Industries Ltd.,OIL & GAS,RELIANCE,EQ,INE002A01018
SBI Life Insurance Company Ltd.,FINANCIAL SERVICES,SBILIFE,EQ,INE123W01016
SRF Ltd.,INDUSTRIAL MANUFACTURING,SRF,EQ,INE647A01010
Shree Cement Ltd.,CEMENT & CEMENT PRODUCTS,SHREECEM,EQ,INE070A01015
Siemens Ltd.,INDUSTRIAL MANUFACTURING,SIEMENS,EQ,INE003A01024
Titan Company Ltd.,CONSUMER GOODS,TITAN,EQ,INE280A01028
Trent Ltd.,CONSUMER GOODS,TRENT,EQ,INE849A01020
UPL Ltd.,FERTILISERS & PESTICIDES,UPL,EQ,INE628A01036
Varun Beverages Ltd.,CONSUMER GOODS,VBL,EQ,INE200M01013
