Company Name,Industry,Symbol,Series,ISIN Code
A B Infrabuild Ltd.,CONSTRUCTION,ABINFRA,SM,INE00YB01017
A and M Jumbo Bags Ltd.,INDUSTRIAL MANUFACTURING,AMJUMBO,SM,INE749Y01014
AKG Exim Ltd.,SERVICES,AKG,SM,INE00Y801016
ANI Integrated Services Ltd.,SERVICES,AISL,SM,INE635Y01015
AVG Logistics Ltd.,SERVICES,AVG,SM,INE680Z01018
Aakash Exploration Services Ltd.,OIL & GAS,AAKASH,SM,INE087Z01016
Aaron Industries Ltd.,INDUSTRIAL MANUFACTURING,AARON,SM,INE721Z01010
Aarvi Encon Ltd.,SERVICES,AARVI,SM,INE754X01016
Accuracy Shipping Ltd.,SERVICES,ACCURACY,SM,INE648Z01015
Ace Integrated Solutions Ltd.,SERVICES,ACEINTEG,SM,INE543V01017
Ahlada Engineers Ltd.,CONSUMER GOODS,AHLADA,SM,INE00PV01013
Airo Lam Ltd.,CONSUMER GOODS,AIROLAM,SM,INE801L01010
Ajooni Biotech Ltd.,CONSUMER GOODS,AJOONI,SM,INE820Y01013
Aurangabad Distillery Ltd.,CONSUMER GOODS,AURDIS,SM,INE448V01019
B&B Triplewall Containers Ltd.,INDUSTRIAL MANUFACTURING,BBTCL,SM,INE01EE01011
Banka Bioloo Ltd.,CONSTRUCTION,BANKA,SM,INE862Y01015
Beta Drugs Ltd.,PHARMA,BETA,SM,INE351Y01019
Bohra Industries Ltd.,FERTILISERS & PESTICIDES,BOHRA,SM,INE802W01015
Bombay Super Hybrid Seeds Ltd.,CONSUMER GOODS,BSHSL,SM,INE032Z01012
Brand Concepts Ltd.,CONSUMER GOODS,BCONCEPTS,SM,INE977Y01011
Bright Solar Ltd.,INDUSTRIAL MANUFACTURING,BRIGHT,SM,INE684Z01010
CKP Leisure Ltd.,SERVICES,CKPLEISURE,SM,INE418Y01016
CKP Products Ltd.,CONSUMER GOODS,CKPPRODUCT,SM,INE977V01017
CMM Infraprojects Ltd.,CONSTRUCTION,CMMIPL,SM,INE289S01013
Cadsys (India) Ltd.,IT,CADSYS,SM,INE090Y01013
D. P. Abhushan Ltd.,CONSUMER GOODS,DPABHUSHAN,SM,INE266Y01019
DRS Dilip Roadlines Ltd.,SERVICES,DRSDILIP,SM,INE02CV01017
Dangee Dums Ltd.,CONSUMER GOODS,DANGEE,SM,INE688Y01014
Dev Information Technology Ltd.,IT,DEVIT,SM,INE060X01018
E2E Networks Ltd.,IT,E2E,SM,INE255Z01019
Euro India Fresh Foods Ltd.,CONSUMER GOODS,EIFFL,SM,INE546V01010
Felix Industries Ltd.,SERVICES,FELIX,SM,INE901X01013
Focus Lighting and Fixtures Ltd.,CONSUMER GOODS,FOCUS,SM,INE593W01010
Global Education Ltd.,SERVICES,GLOBAL,SM,INE291W01011
Globe International Carriers Ltd.,SERVICES,GICL,SM,INE947T01014
Godha Cabcon & Insulation Ltd.,INDUSTRIAL MANUFACTURING,GODHA,SM,INE925Y01010
