Company Name,Industry,Symbol,Series,ISIN Code
HCL Technologies Ltd.,IT,HCLTECH,EQ,INE860A01027
Hexaware Technologies Ltd.,IT,HEXAWARE,EQ,INE093A01033
Infosys Ltd.,IT,INFY,EQ,INE009A01021
Justdial Ltd.,IT,JUSTDIAL,EQ,INE599M01018
MindTree Ltd.,IT,MINDTREE,EQ,INE018I01017
NIIT Technologies Ltd.,IT,NIITTECH,EQ,INE591G01017
Tata Consultancy Services Ltd.,IT,TCS,EQ,INE467B01029
Tata Elxsi Ltd.,IT,TATAELXSI,EQ,INE670A01012
Tech Mahindra Ltd.,IT,TECHM,EQ,INE669C01036
Wipro Ltd.,IT,WIPRO,EQ,INE075A01022
