MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty 50,     11962.10,     11939.00,     12017.35,     11633.30,     11661.85,376490766786.92,1568203495,Y, ,12201162,     12430.50,     10585.65
Y, , ,NIFTY50 EQL Wgt,     12132.50,     12111.00,     12193.25,     11807.65,     11841.05,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 EQL Wgt,     13225.10,     13211.60,     13334.55,     12796.30,     12847.35,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 LowVol30,      8896.55,      8892.40,      8943.95,      8698.95,      8724.85,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY Alpha 50,     13893.50,     13891.65,     14026.50,     13442.80,     13481.10,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY MIDCAP 150,      6661.75,      6649.65,      6703.90,      6488.30,      6503.30,0,0,Y, ,0,      6794.10,      5492.95
Y, , ,NIFTY SMLCAP 50,      3019.95,      3014.75,      3052.10,      2921.50,      2934.05,0,0,Y, ,0,      3314.75,      2447.85
Y, , ,NIFTY SMLCAP 250,      5200.75,      5196.75,      5240.85,      5058.95,      5069.95,0,0,Y, ,0,      5539.50,      4242.55
Y, , ,NIFTY MIDSML 400,      6139.40,      6130.25,      6180.55,      5978.45,      5990.75,0,0,Y, ,0,      6262.30,      5046.35
Y, , ,NIFTY200 QUALTY30,      9904.45,      9907.45,      9980.65,      9738.15,      9766.10,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty IT,     16144.15,     16138.60,     16319.75,     15968.50,     16282.65,0,0,Y, ,0,     16720.40,     14566.55
Y, , ,Nifty Next 50,     28294.60,     28283.10,     28617.90,     27215.60,     27340.50,0,0,Y, ,0,     29259.50,     24873.25
Y, , ,Nifty Bank,     30833.60,     30726.20,     30918.60,     29753.00,     29820.90,0,0,Y, ,0,     32613.10,     26560.60
Y, , ,NIFTY MIDCAP 100,     18010.20,     17968.25,     18132.55,     17474.65,     17520.55,0,0,Y, ,0,     18495.90,     14975.75
Y, , ,Nifty 500,      9861.45,      9844.90,      9918.35,      9582.85,      9606.05,0,0,Y, ,0,     10174.95,      8628.35
Y, , ,Nifty 100,     12086.90,     12066.05,     12153.85,     11738.45,     11768.90,0,0,Y, ,0,     12544.40,     10713.30
Y, , ,Nifty Midcap 50,      4915.70,      4905.45,      4954.75,      4742.95,      4762.60,0,0,Y, ,0,      5137.45,      4077.40
Y, , ,Nifty Realty,       331.05,       329.70,       336.35,       302.90,       305.00,0,0,Y, ,0,       336.35,       220.60
Y, , ,Nifty Infra,      3252.00,      3246.90,      3275.35,      3143.30,      3155.30,0,0,Y, ,0,      3453.30,      2777.90
Y, , ,Nifty Energy,     14838.80,     14820.00,     14885.55,     14351.30,     14426.35,0,0,Y, ,0,     16841.85,     13739.85
Y, , ,Nifty FMCG,     30775.30,     30865.05,     31140.00,     30016.40,     30196.65,0,0,Y, ,0,     32644.90,     28099.15
Y, , ,Nifty MNC,     13760.30,     13745.05,     13910.05,     13561.80,     13636.85,0,0,Y, ,0,     14356.20,     11743.95
Y, , ,Nifty Pharma,      8138.60,      8129.30,      8209.85,      7975.90,      8013.75,0,0,Y, ,0,      9578.40,      7047.10
Y, , ,Nifty PSE,      3013.45,      3013.35,      3016.40,      2879.65,      2898.80,0,0,Y, ,0,      3719.55,      2862.05
Y, , ,Nifty PSU Bank,      2366.05,      2365.95,      2388.20,      2261.90,      2277.95,0,0,Y, ,0,      3492.70,      2113.05
Y, , ,Nifty Serv Sector,     17219.60,     17177.10,     17267.40,     16747.10,     16778.40,0,0,Y, ,0,     17743.20,     14643.05
Y, , ,India VIX,17.3675,17.3675,17.9300,16.0325,16.8350,0,0,Y, ,0,30.1825,9.1625
Y, , ,Nifty Auto,      8086.55,      8069.75,      8200.25,      7833.10,      7880.30,0,0,Y, ,0,      9059.35,      6727.55
Y, , ,Nifty Metal,      2569.00,      2557.40,      2575.90,      2460.00,      2480.55,0,0,Y, ,0,      3177.40,      2174.10
Y, , ,Nifty Media,      1835.30,      1828.55,      1828.55,      1750.35,      1755.90,0,0,Y, ,0,      2586.95,      1630.50
Y, , ,NIFTY SMLCAP 100,      6226.05,      6216.95,      6283.85,      6039.85,      6057.05,0,0,Y, ,0,      6822.50,      5114.60
Y, , ,Nifty 200,      6207.85,      6196.75,      6243.00,      6028.50,      6043.95,0,0,Y, ,0,      6421.10,      5472.20
Y, , ,Nifty Div Opps 50,      2501.15,      2502.80,      2512.40,      2450.50,      2458.75,0,0,Y, ,0,      2743.85,      2407.75
Y, , ,Nifty Commodities,      3291.70,      3284.30,      3308.75,      3167.75,      3183.65,0,0,Y, ,0,      3753.85,      2939.05
Y, , ,Nifty Consumption,      5062.25,      5061.55,      5111.00,      4953.85,      4970.20,0,0,Y, ,0,      5195.05,      4429.50
Y, , ,Nifty Fin Service,     14316.90,     14272.30,     14378.65,     13724.75,     13758.85,0,0,Y, ,0,     14737.45,     11134.60
Y, , ,Nifty50 Div Point,       120.55,       120.55,       120.55,       120.55,       120.55,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100 Liq 15,      3620.15,      3610.10,      3651.60,      3481.50,      3499.60,0,0,Y, ,0,      4196.30,      3272.45
Y, , ,Nifty CPSE,      1706.20,      1704.95,      1704.95,      1622.20,      1638.15,0,0,Y, ,0,      2398.00,      1622.20
Y, , ,Nifty GrowSect 15,      6321.45,      6316.85,      6365.40,      6111.30,      6127.60,0,0,Y, ,0,      6514.15,      5441.40
Y, , ,Nifty50 PR 2x Lev,      5080.05,      5059.75,      5125.70,      4800.45,      4824.35,0,0,Y, ,0,      5496.70,      4144.35
Y, , ,Nifty50 PR 1x Inv,       392.30,       393.10,       403.10,       390.55,       402.20,0,0,Y, ,0,       435.60,       377.10
Y, , ,Nifty50 TR 2x Lev,      6606.60,      6580.20,      6665.95,      6243.00,      6274.05,0,0,Y, ,0,      7145.95,      5367.35
Y, , ,Nifty50 TR 1x Inv,       344.05,       344.75,       353.55,       342.55,       352.75,0,0,Y, ,0,       382.75,       330.80
Y, , ,Nifty50 Value 20,      5371.00,      5372.40,      5393.55,      5329.20,      5355.65,0,0,Y, ,0,      5701.90,      5060.15
Y, , ,Nifty Mid Liq 15,      4312.40,      4309.05,      4357.85,      4183.10,      4202.80,0,0,Y, ,0,      4437.55,      3554.50
Y, , ,Nifty Pvt Bank,     16936.35,     16876.60,     16986.90,     16380.45,     16419.70,0,0,Y, ,0,     18030.20,     14756.10
Y, , ,NIFTY100 Qualty30,      2708.15,      2707.60,      2728.85,      2657.15,      2665.20,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 8 13Yr,      2030.57,      2030.95,      2030.95,      2030.95,      2030.95,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr,      1872.27,      1872.60,      1872.60,      1872.60,      1872.60,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr Cln,       940.68,       940.68,       940.68,       940.68,       940.68,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 4 8Yr,      2158.81,      2159.22,      2159.22,      2159.22,      2159.22,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 11 15Yr,      2168.09,      2168.51,      2168.51,      2168.51,      2168.51,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 15YrPlus,      2357.92,      2358.38,      2358.38,      2358.38,      2358.38,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS Compsite,      2067.64,      2068.03,      2068.03,      2068.03,      2068.03,0,0,Y, ,0,          .00,          .00
 , , , , , , , , , , ,Y, , , , 
 , , , , , , , , , , ,Y, , , , 
 , , ,NIFTY 50 Sec, , , , , , , ,Y, , , , 
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,       369.40,       369.80,       371.40,       360.65,       362.30,                672560438.25,1839534,Y, ,20577,       430.60,       292.10
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      1795.65,      1802.00,      1817.80,      1747.00,      1755.35,               1342727161.75,750220,Y, ,32832,      1862.25,      1291.25
N,EQ,AXISBANK,AXIS BANK LIMITED,       729.30,       728.55,       734.35,       702.00,       705.45,               5263831468.60,7341770,Y, ,94750,       827.75,       622.65
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,      3180.05,      3173.60,      3215.60,      3124.80,      3143.30,               1516160585.35,477309,Y, ,22609,      3289.00,      2442.20
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,      9441.40,      9442.55,      9614.00,      8820.00,      8947.40,               6549959231.70,714893,Y, ,78300,      9950.00,      5855.00
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,      4365.90,      4350.00,      4447.50,      4203.30,      4276.05,               9336483946.55,2152563,Y, ,115180,      4485.00,      2355.00
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,       496.45,       493.40,       501.25,       483.30,       497.20,               2847686752.70,5753361,Y, ,42307,       527.35,       292.85
N,EQ,BPCL,BHARAT PETROLEUM CORP  LT,       456.95,       456.50,       464.40,       437.30,       443.50,               2057721934.60,4577965,Y, ,58035,       549.00,       308.35
N,EQ,BRITANNIA,BRITANNIA INDUSTRIES LTD,      3200.70,      3161.00,      3220.00,      3080.00,      3097.60,                750532171.10,237502,Y, ,15642,      3583.75,      2300.00
N,EQ,CIPLA,CIPLA LTD,       446.90,       446.50,       452.20,       437.75,       444.20,                728896243.00,1632513,Y, ,23630,       586.00,       389.55
N,EQ,COALINDIA,COAL INDIA LTD,       181.70,       182.00,       182.00,       171.05,       173.50,               4123717682.00,23303943,Y, ,122654,       271.45,       171.05
N,EQ,DRREDDY,DR. REDDY'S LABORATORIES,      3114.50,      3114.50,      3140.00,      3096.85,      3123.05,                562923953.45,180245,Y, ,11165,      3249.95,      1872.95
N,EQ,EICHERMOT,EICHER MOTORS LTD,     20289.30,     20290.00,     20598.00,     19910.25,     20059.25,               2052605565.45,101381,Y, ,23997,     23450.00,     15200.00
N,EQ,GAIL,GAIL (INDIA) LTD,       120.45,       121.50,       123.95,       115.60,       117.70,               1517447694.90,12531153,Y, ,57656,       366.50,       110.45
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,       778.90,       775.00,       789.75,       754.55,       759.40,                875852497.70,1136808,Y, ,18436,       959.80,       633.60
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,       591.40,       591.40,       597.70,       580.75,       590.90,                555181526.40,941425,Y, ,20264,      1187.60,       535.05
N,EQ,HDFC,HDFC LTD,      2414.00,      2406.00,      2422.70,      2252.75,      2268.25,               9092474364.20,3906937,Y, ,132400,      2499.90,      1820.00
N,EQ,HDFCBANK,HDFC BANK LTD,      1226.30,      1220.00,      1227.70,      1191.35,      1198.70,               5946467662.40,4913643,Y, ,132683,      2503.30,      1084.00
N,EQ,HEROMOTOCO,HERO MOTOCORP LIMITED,      2501.85,      2489.85,      2531.00,      2380.15,      2446.90,               1962590273.45,791944,Y, ,39091,      3022.90,      2225.60
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,       189.35,       187.65,       189.85,       182.80,       184.40,                725300351.10,3885637,Y, ,31698,       221.20,       171.10
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      2034.25,      2049.35,      2096.00,      2030.05,      2074.90,               5530141097.95,2666062,Y, ,113126,      2190.00,      1650.00
N,EQ,ICICIBANK,ICICI BANK LTD.,       525.65,       524.00,       528.00,       501.85,       504.60,               6089877106.10,11815597,Y, ,129029,       552.20,       336.15
N,EQ,INDUSINDBK,INDUSIND BANK LIMITED,      1258.85,      1249.95,      1262.75,      1195.20,      1211.10,               4355285740.80,3520179,Y, ,83106,      1834.40,      1188.05
N,EQ,INFRATEL,BHARTI INFRATEL LTD.,       248.30,       245.25,       250.60,       240.00,       247.15,                588417153.55,2382537,Y, ,20110,       335.00,       176.35
N,EQ,INFY,INFOSYS LIMITED,       775.95,       775.10,       791.25,       769.25,       779.50,               3978923966.60,5104062,Y, ,105374,       847.00,       615.10
N,EQ,IOC,INDIAN OIL CORP LTD,       113.45,       113.35,       114.70,       108.15,       108.90,               2150852803.25,19289087,Y, ,81971,       170.75,       108.15
N,EQ,ITC,ITC LTD,       235.15,       236.90,       239.25,       215.50,       219.00,               9587357755.20,42268141,Y, ,307308,       310.00,       215.50
N,EQ,JSWSTEEL,JSW STEEL LIMITED,       250.70,       249.00,       257.30,       242.60,       244.75,               1875366831.45,7485230,Y, ,46957,       314.00,       201.75
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,      1691.75,      1684.00,      1689.45,      1630.05,      1647.95,               3769955650.70,2263314,Y, ,73751,      1734.80,      1210.00
N,EQ,LT,LARSEN & TOUBRO LTD.,      1369.30,      1372.60,      1383.70,      1280.00,      1287.40,              11033602066.60,8300700,Y, ,292918,      1607.00,      1201.10
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,       567.15,       566.00,       581.20,       528.95,       545.20,               2270385246.20,4034237,Y, ,42908,       715.40,       502.55
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,      6913.50,      6915.00,      7109.80,      6740.30,      6812.65,               9804458184.70,1412932,Y, ,149692,      7758.70,      5446.05
N,EQ,NESTLEIND,NESTLE INDIA LIMITED,     15359.45,     15300.00,     15661.75,     15184.40,     15524.75,                651198398.45,42181,Y, ,9729,     15899.95,     10031.65
N,EQ,NTPC,NTPC LTD,       112.85,       112.85,       112.85,       108.05,       109.30,               2803539850.25,25282713,Y, ,108335,       160.80,       108.05
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,       108.95,       109.00,       109.55,       102.70,       104.35,               3342178593.15,31282518,Y, ,143131,       178.90,       102.70
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       186.85,       186.80,       186.80,       176.95,       182.40,               4236768079.15,23158633,Y, ,102319,       216.25,       172.50
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      1411.65,      1405.30,      1426.95,      1371.10,      1383.35,              15463889561.65,11022901,Y, ,243212,      1617.55,      1095.30
N,EQ,SBIN,STATE BANK OF INDIA,       318.45,       317.95,       322.65,       296.30,       302.60,              19367383131.95,61841736,Y, ,402634,       373.80,       244.35
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,       434.30,       432.95,       437.40,       419.40,       422.80,                951962060.70,2217675,Y, ,48894,       484.25,       344.55
N,EQ,TATAMOTORS,TATA MOTORS LIMITED,       176.60,       175.40,       178.80,       163.70,       165.60,               7315732244.80,42515114,Y, ,233423,       239.35,       106.00
N,EQ,TATASTEEL,TATA STEEL LIMITED,       438.70,       431.50,       440.00,       420.10,       423.80,               5568621704.00,12915212,Y, ,107938,       561.65,       320.35
N,EQ,TCS,TATA CONSULTANCY SERV LT,      2079.05,      2079.50,      2180.70,      2063.60,      2164.85,               7070007900.45,3319716,Y, ,112061,      2296.20,      1881.30
N,EQ,TECHM,TECH MAHINDRA LIMITED,       796.60,       796.95,       812.00,       765.70,       807.55,               5135770889.55,6476968,Y, ,92958,       846.50,       607.15
N,EQ,TITAN,TITAN COMPANY LIMITED,      1187.75,      1186.85,      1218.00,      1165.60,      1173.25,               1844127081.80,1557085,Y, ,52907,      1389.95,       945.00
N,EQ,ULTRACEMCO,ULTRATECH CEMENT LIMITED,      4416.10,      4422.00,      4538.90,      4194.70,      4265.25,               3237833951.15,735487,Y, ,43727,      4904.95,      3332.45
N,EQ,UPL,UPL LIMITED,       526.55,       528.00,       533.95,       498.70,       503.65,               1422042737.95,2748381,Y, ,46901,      1043.75,       497.85
N,EQ,VEDL,VEDANTA LIMITED,       137.90,       138.75,       139.00,       133.50,       134.90,               2076607339.30,15204251,Y, ,74198,       198.25,       125.30
N,EQ,WIPRO,WIPRO LTD,       236.80,       236.50,       239.35,       234.30,       236.80,                496778392.80,2100563,Y, ,20180,       388.95,       232.20
N,EQ,YESBANK,YES BANK LIMITED,        39.25,        39.15,        40.20,        37.60,        37.90,               3957476047.15,101654980,Y, ,190991,       286.00,        29.00
N,EQ,ZEEL,ZEE ENTERTAINMENT ENT LTD,       269.15,       269.15,       269.15,       251.20,       252.95,               1523538113.40,5845829,Y, ,61404,       488.95,       199.15
 , , , , , , , , , , ,N, , , , 
 , , ,NIFTY Next 50 Sec, , , , , , , ,N, , , , 
N,EQ,ACC,ACC LIMITED,      1504.60,      1506.40,      1528.00,      1417.55,      1426.60,               1521285653.45,1039085,N, ,28609,      1769.05,      1326.00
N,EQ,AMBUJACEM,AMBUJA CEMENTS LTD,       204.50,       204.10,       207.75,       194.00,       195.35,                659967698.35,3301796,N, ,25845,       244.00,       184.10
N,EQ,ASHOKLEY,ASHOK LEYLAND LTD,        81.95,        81.90,        83.20,        75.65,        77.15,               1507653502.50,18780128,N, ,69989,        97.75,        56.95
N,EQ,AUROPHARMA,AUROBINDO PHARMA LTD,       481.40,       480.10,       485.70,       460.20,       467.50,                524470321.15,1098750,N, ,22938,       838.00,       389.35
N,EQ,BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,      3454.30,      3459.95,      3557.15,      3437.05,      3525.65,                550368269.60,157025,N, ,7409,      3903.95,      2815.00
N,EQ,BANDHANBNK,BANDHAN BANK LIMITED,       450.35,       448.75,       452.75,       436.50,       440.75,                437991322.65,979555,N, ,37754,       650.00,       397.00
N,EQ,BANKBARODA,BANK OF BARODA,        92.70,        92.70,        93.25,        88.10,        89.30,               1477504416.20,16187871,N, ,38411,       144.00,        85.65
N,EQ,BERGEPAINT,BERGER PAINTS (I) LTD,       560.15,       560.15,       568.50,       543.20,       548.50,                302693613.35,543171,N, ,11618,       579.90,       285.20
N,EQ,BIOCON,BIOCON LIMITED.,       294.35,       293.60,       297.30,       284.35,       287.25,                517188989.35,1783506,N, ,16745,       669.50,       211.05
N,EQ,BOSCHLTD,BOSCH LIMITED,     13885.70,     13875.00,     14300.00,     13565.75,     13630.65,                227740795.65,16334,N, ,5898,     19494.00,     12700.00
N,EQ,CADILAHC,CADILA HEALTHCARE LIMITED,       265.55,       265.90,       267.80,       258.10,       260.35,                138551020.00,526320,N, ,7743,       352.60,       206.50
N,EQ,COLPAL,COLGATE PALMOLIVE LTD.,      1328.55,      1329.00,      1355.95,      1290.50,      1306.35,                910434477.90,682989,N, ,28751,      1642.60,      1103.05
N,EQ,CONCOR,CONTAINER CORP OF IND LTD,       567.00,       570.50,       579.00,       534.95,       542.75,                595901760.25,1066397,N, ,19584,       678.80,       460.00
N,EQ,DABUR,DABUR INDIA LTD,       495.75,       498.50,       507.75,       480.25,       486.40,               1386066836.85,2791544,N, ,41724,       507.75,       357.55
N,EQ,DIVISLAB,DIVI'S LABORATORIES LTD,      1952.30,      1955.25,      2012.80,      1955.25,      1986.90,               1670182838.05,839396,N, ,26564,      2012.80,      1460.10
N,EQ,DLF,DLF LIMITED,       260.45,       258.95,       266.55,       224.00,       228.90,               5227259979.65,21006917,N, ,145902,       266.55,       132.55
N,EQ,DMART,AVENUE SUPERMARTS LIMITED,      2133.95,      2120.00,      2174.55,      2046.45,      2072.05,               1688997508.95,796737,N, ,44123,      2174.55,      1226.00
N,EQ,GICRE,GENERAL INS CORP OF INDIA,       250.00,       249.80,       261.00,       237.25,       240.35,                143268595.50,574472,N, ,15003,       334.05,       156.00
N,EQ,GODREJCP,GODREJ CONSUMER PRODUCTS,       672.65,       675.80,       688.40,       659.20,       664.55,                524997378.65,780315,N, ,21495,       787.00,       575.00
N,EQ,HAVELLS,HAVELLS INDIA LIMITED,       602.80,       603.00,       609.85,       585.50,       591.20,                740671708.55,1233521,N, ,27227,       806.85,       585.50
N,EQ,HDFCAMC,HDFC AMC LIMITED,      3174.20,      3173.95,      3225.00,      3045.00,      3054.90,               1136833157.30,362779,N, ,35125,      3844.00,      1305.10
N,EQ,HDFCLIFE,HDFC LIFE INS CO LTD,       599.20,       598.20,       609.00,       537.90,       562.40,               4468389408.65,7823819,N, ,148031,       646.40,       344.40
N,EQ,HINDPETRO,HINDUSTAN PETROLEUM CORP,       232.45,       231.30,       236.85,       221.80,       224.70,                749193297.05,3250928,N, ,29034,       333.50,       211.20
N,EQ,HINDZINC,HINDUSTAN ZINC LIMITED,       194.10,       195.30,       196.95,       190.60,       191.80,                119067108.75,615586,N, ,10658,       291.65,       190.60
N,EQ,IBULHSGFIN,INDIABULLS HSG FIN LTD,       306.40,       306.80,       318.50,       268.20,       278.30,               7702219026.95,25788425,N, ,254055,       919.40,       165.80
N,EQ,ICICIGI,ICICI LOMBARD GIC LIMITED,      1318.40,      1321.00,      1326.75,      1239.35,      1297.50,                568687167.30,437278,N, ,22027,      1440.40,       806.95
N,EQ,ICICIPRULI,ICICI PRU LIFE INS CO LTD,       510.95,       510.95,       514.90,       444.00,       451.35,               5009937919.80,10718104,N, ,126587,       537.30,       277.35
N,EQ,IDEA,VODAFONE IDEA LIMITED,         5.30,         5.35,         5.55,         5.20,         5.25,                690600594.75,129778833,N, ,107074,        35.30,         2.40
N,EQ,INDIGO,INTERGLOBE AVIATION LTD,      1378.25,      1369.00,      1396.00,      1334.75,      1358.15,                853751963.50,621701,N, ,20236,      1898.85,      1078.30
N,EQ,L&TFH,L&T FINANCE HOLDINGS LTD,       117.15,       117.35,       118.00,       108.10,       109.95,               1072780573.45,9399756,N, ,48507,       155.90,        78.60
N,EQ,LUPIN,LUPIN LIMITED,       718.25,       718.25,       724.50,       701.25,       708.35,                511436006.90,716939,N, ,15286,       888.65,       646.30
N,EQ,MARICO,MARICO LIMITED,       315.35,       316.00,       321.00,       303.00,       304.65,               1245739736.25,4006160,N, ,88296,       404.00,       303.00
N,EQ,MCDOWELL-N,UNITED SPIRITS LIMITED,       619.00,       617.00,       649.45,       614.40,       622.85,               1989525727.50,3158906,N, ,85910,       674.00,       496.80
N,EQ,MOTHERSUMI,MOTHERSON SUMI SYSTEMS LT,       133.70,       132.00,       133.10,       127.75,       128.25,                925312062.70,7138041,N, ,50908,       175.60,        91.10
N,EQ,NHPC,NHPC LTD,        24.50,        24.40,        24.40,        23.80,        23.90,                138668983.50,5766539,N, ,6920,        29.10,        20.85
N,EQ,NIACL,THE NEW INDIA ASSU CO LTD,       155.50,       157.80,       164.00,       141.00,       144.05,                175009320.55,1113336,N, ,17606,       219.00,        94.40
N,EQ,NMDC,NMDC LTD.,       116.95,       116.85,       116.85,       101.75,       104.90,               1014973053.70,9240225,N, ,38149,       139.70,        74.80
N,EQ,OFSS,ORACLE FIN SERV SOFT LTD.,      2940.55,      2919.90,      3033.00,      2905.00,      2971.20,                122221150.95,41128,N, ,4653,      3938.95,      2336.20
N,EQ,PAGEIND,PAGE INDUSTRIES LTD,     24437.75,     24435.00,     25487.95,     23524.40,     23691.85,                964678422.90,39348,N, ,13473,     26882.60,     17150.00
N,EQ,PEL,PIRAMAL ENTERPRISES LTD,      1545.25,      1542.00,      1603.00,      1422.30,      1451.00,               2916104243.25,1900411,N, ,62078,      2787.70,      1316.00
N,EQ,PETRONET,PETRONET LNG LIMITED,       266.50,       266.50,       269.40,       261.60,       263.20,                184141133.30,691739,N, ,8124,       299.00,       208.05
N,EQ,PFC,POWER FIN CORP LTD.,       116.65,       116.55,       117.30,       108.85,       110.20,                448441964.75,3939884,N, ,13213,       138.75,        90.45
N,EQ,PGHH,P&G HYGIENE & HEALTH CARE,     10991.75,     10950.00,     12388.80,     10950.00,     11984.65,                120468948.35,10407,N, ,2432,     12774.90,      9725.10
N,EQ,PIDILITIND,PIDILITE INDUSTRIES LTD,      1512.05,      1506.00,      1526.85,      1475.00,      1485.50,                476556231.55,316425,N, ,15093,      1545.00,      1046.20
N,EQ,PNB,PUNJAB NATIONAL BANK,        60.45,        60.45,        61.00,        58.80,        59.00,                824996765.50,13749850,N, ,26448,        99.90,        55.70
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,       994.10,       998.00,      1012.90,       885.00,       893.10,               4051360251.35,4433306,N, ,122256,      1030.00,       515.55
N,EQ,SHREECEM,SHREE CEMENT LIMITED,     23006.90,     22999.95,     23490.00,     22250.15,     22416.10,                370348493.60,16115,N, ,5215,     24263.05,     14855.00
N,EQ,SIEMENS,SIEMENS LTD,      1500.25,      1490.10,      1510.00,      1399.20,      1416.30,                499631496.40,342809,N, ,31845,      1717.45,       935.70
N,EQ,SRTRANSFIN,SHRIRAM TRANSPORT FIN CO.,      1020.55,      1026.90,      1044.00,       980.00,       987.65,                606913539.85,597827,N, ,22000,      1297.00,       909.05
N,EQ,UBL,UNITED BREWERIES LTD,      1264.00,      1266.00,      1303.00,      1242.00,      1279.75,                405616203.15,318485,N, ,14276,      1483.70,      1185.00
 ,EQ, , , , , , , , , , , , , , 
 ,EQ, ,COMPULSORY ROLLING STOCKS, , , , , , , , , , , , 
N,EQ,20MICRONS,20 MICRONS LTD,        34.90,        35.15,        35.40,        33.50,        33.75,                   813040.80,23771,N, ,366,        44.15,        30.70
N,EQ,21STCENMGM,21ST CENTURY MGMT SERVICE,        14.30,        14.30,        14.30,        14.30,        14.30,                       14.30,1,N, ,1,        24.95,        12.00
N,EQ,3IINFOTECH,3I INFOTECH LTD.,         2.25,         2.30,         2.30,         2.15,         2.20,                  2639463.30,1186339,N, ,512,         4.55,         1.55
N,EQ,3MINDIA,3M INDIA LIMITED,     22981.25,     22990.00,     23338.95,     22055.30,     22261.60,                135496251.35,5917,N, ,1951,     25439.95,     16749.95
N,EQ,3PLAND,3P LAND HOLDINGS LIMITED,         6.95,         7.25,         7.25,         7.25,         7.25,                    43732.00,6032,N, ,4,        13.70,         5.25
N,EQ,5PAISA,5PAISA CAPITAL LIMITED,       187.30,       192.95,       192.95,       180.00,       180.20,                  2413409.40,13031,N, ,380,       386.80,       120.80
N,EQ,63MOONS,63 MOONS TECHNOLOGIES LTD,       103.05,       102.45,       105.30,       101.60,       102.15,                  6963680.55,67415,N, ,2006,       184.75,        70.85
N,EQ,A2ZINFRA,A2Z INFRA ENGINEERING LTD,         7.40,         7.20,         7.75,         6.85,         6.95,                  2344739.55,321269,N, ,687,        19.45,         6.85
N,EQ,AARTIDRUGS,AARTI DRUGS LTD.,       614.50,       612.00,       620.00,       591.00,       597.15,                 10276379.40,16924,N, ,1377,       707.00,       427.00
N,EQ,AARTIIND,AARTI INDUSTRIES LTD,       985.10,       984.00,      1041.95,       961.00,       965.60,                352619129.25,352695,N, ,19257,      1899.00,       741.00
N,EQ,AARVEEDEN,AARVEE DEN. & EXP. LTD,        13.60,        13.45,        14.10,        13.10,        13.45,                    43733.40,3220,N, ,61,        27.50,        10.65
N,SM,AARVI,AARVI ENCON LIMITED,        27.00,        26.00,        26.00,        25.65,        25.65,                   103300.00,4000,N, ,2,        50.05,        25.55
N,EQ,AAVAS,AAVAS FINANCIERS LIMITED,      1994.05,      1995.90,      2035.70,      1922.80,      1993.30,                108536475.50,54138,N, ,5949,      2101.00,       811.00
N,EQ,ABAN,ABAN OFFSHORE LTD.,        25.45,        26.00,        26.25,        24.25,        24.80,                  1043146.05,40883,N, ,551,        78.00,        21.45
N,EQ,ABB,ABB INDIA LIMITED,      1310.70,      1313.00,      1328.55,      1266.00,      1281.25,                 27124602.30,20836,N, ,1960,      1670.00,      1212.00
N,EQ,ABBOTINDIA,ABBOTT INDIA LIMITED,     12498.80,     12535.00,     12609.30,     12200.00,     12319.30,                 33459276.70,2691,N, ,1160,     13470.05,      7151.20
N,EQ,ABCAPITAL,ADITYA BIRLA CAPITAL LTD.,        99.20,        99.15,       102.10,        93.90,        95.05,                233158663.50,2365409,N, ,23974,       115.35,        75.50
